frec_pal1 frec_pal2 frec_pal3 frec_pal4 frec_pal5 frec_pal6 frec_pal7 frec_pal8 frec_pal9 frec_pal10 frec_pal11 frec_pal12 frec_pal13 frec_pal14 frec_pal15 frec_pal16 frec_pal17 frec_pal18 frec_pal19 frec_pal20 frec_pal21 frec_pal22 frec_pal23 frec_pal24 frec_pal25 frec_pal26 frec_pal27 frec_pal28 frec_pal29 frec_pal30 frec_pal31 frec_pal32 frec_pal33 frec_pal34 frec_pal35 frec_pal36 frec_pal37 frec_pal38 frec_pal39 frec_pal40 frec_pal41 frec_pal42 frec_pal43 frec_pal44 frec_pal45 total_palabras es_spam
0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 4 4 4 4 0 12 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 48 1
0 0 5 0 1 0 1 1 0 0 0 8 0 0 0 0 0 1 10 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 1 0 0 0 0 0 48 1
0 1 0 0 4 0 0 0 0 1 0 1 0 0 0 2 2 0 11 0 9 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 40 1
0 1 1 0 7 0 1 0 0 0 0 1 1 0 0 1 12 0 12 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 57 1
0 0 6 0 6 0 6 0 0 0 0 0 6 0 0 0 0 0 13 0 13 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 1
0 0 6 0 6 0 6 0 0 0 0 0 6 0 0 0 0 0 18 0 12 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 1
0 0 6 0 6 0 6 0 0 0 0 0 6 0 0 0 0 0 13 0 13 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 70 1
0 10 6 0 3 0 6 3 0 6 0 3 17 0 0 27 0 10 6 0 3 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 140 1
7 1 12 0 13 3 0 0 15 4 7 26 7 0 0 12 1 3 63 54 31 0 3 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 305 1
1 0 0 0 10 0 0 0 0 0 0 0 0 0 0 6 0 0 4 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 1
0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 1 0 2 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 15 1
0 0 0 0 0 0 4 0 0 4 0 4 0 0 0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 1
0 0 0 0 1 0 0 1 1 2 0 4 0 0 0 9 3 0 14 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1
0 0 0 0 2 0 4 0 0 0 0 4 0 0 0 0 4 0 10 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 38 1
1 0 3 0 1 4 0 0 0 0 0 0 0 0 0 0 0 1 6 0 7 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 1
0 0 6 0 6 0 6 0 0 0 0 0 6 0 0 0 0 0 13 0 21 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 79 1
1 0 3 0 1 4 0 0 0 0 0 0 0 0 0 0 0 1 6 0 7 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 1
1 0 3 0 1 4 0 0 0 0 0 0 0 0 0 0 0 1 6 0 7 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 1
1 0 3 0 1 4 0 0 0 0 0 0 0 0 0 0 0 1 6 0 7 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 1
0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 5 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 1
2 5 28 0 22 22 14 0 22 2 8 20 8 0 46 2 0 31 37 5 20 0 17 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 2 372 1
0 0 5 0 5 0 5 0 0 0 0 5 0 0 0 10 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 1
2 5 28 0 22 22 14 0 22 2 8 20 8 0 46 2 0 31 37 5 20 0 17 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 2 372 1
4 4 0 0 14 0 0 12 0 4 4 9 0 0 0 24 0 0 39 4 24 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 171 1
0 0 2 0 2 5 0 0 0 0 0 2 5 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 39 1
0 0 1 0 3 0 1 0 0 0 0 1 0 0 0 1 1 1 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 1
1 0 1 0 16 3 0 0 0 0 0 5 3 0 0 0 7 0 46 2 11 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 1
2 2 0 0 7 0 0 7 0 2 2 5 0 0 0 13 0 0 21 2 13 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 94 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 1
2 7 9 0 4 21 4 12 19 19 4 19 0 0 36 0 4 39 53 4 24 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 335 1
0 0 3 0 3 0 0 4 1 0 0 1 0 0 0 0 0 0 11 6 3 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 1
0 9 12 0 1 0 0 1 2 1 1 4 1 0 12 0 1 21 30 1 13 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 131 1
0 9 12 0 1 0 0 1 2 1 1 4 1 0 12 0 1 21 30 1 13 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 131 1
10 6 24 0 0 21 0 21 21 28 0 21 13 0 35 0 6 53 64 13 28 0 21 24 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 466 1
9 6 22 0 0 18 0 18 18 28 0 18 12 0 31 0 6 47 57 12 25 0 18 22 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 418 1
0 2 2 0 4 2 0 0 0 2 2 2 0 0 0 6 0 0 4 0 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 60 1
0 0 0 0 4 0 4 0 0 0 0 0 0 0 0 4 4 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 30 1
1 0 1 0 16 3 0 0 0 0 0 5 3 0 0 0 7 0 46 2 11 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 127 1
0 0 0 0 3 6 0 0 0 6 0 3 0 0 0 0 0 0 18 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 1
9 6 21 0 0 18 0 18 18 28 0 18 9 0 34 0 6 47 57 12 25 0 18 21 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 417 1
0 16 40 0 16 0 7 0 7 7 0 16 0 0 0 0 7 7 24 24 16 0 7 16 0 0 0 24 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 274 1
0 0 0 0 2 5 0 0 0 0 0 0 0 0 0 0 0 0 14 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 1
1 9 11 0 5 3 0 0 1 7 0 31 3 0 0 0 1 0 75 0 21 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 201 1
1 0 0 0 0 1 0 0 0 0 0 3 0 0 0 1 1 0 7 0 8 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 1
0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 1
0 0 0 0 4 2 0 12 0 12 0 0 0 0 4 0 0 2 17 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 12 0 0 0 0 0 113 1
0 0 2 0 2 0 0 0 0 0 2 10 0 2 2 7 0 2 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 53 1
0 2 0 0 2 0 2 0 0 2 0 0 0 0 0 4 0 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 30 1
3 3 0 0 0 0 0 0 0 19 0 13 0 0 0 0 0 3 19 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 73 1
0 2 2 0 2 0 0 2 0 0 0 5 0 0 0 5 0 2 8 0 11 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 57 1
0 0 0 0 7 0 4 0 0 4 2 4 2 0 0 9 0 0 9 0 7 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 64 1
0 1 0 0 3 0 6 0 0 1 0 0 0 0 1 0 0 1 8 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 35 1
0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 1
0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10 1
0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 1 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 1
0 1 0 0 1 0 1 0 0 1 0 0 0 0 0 1 1 1 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 24 1
4 0 2 0 12 0 0 0 1 9 5 18 4 0 0 4 0 0 34 0 12 0 3 6 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 140 1
4 6 29 0 10 14 10 6 16 12 6 31 4 0 14 18 4 33 58 4 27 0 22 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 379 1
2 2 16 0 13 4 9 2 32 18 2 11 0 0 0 2 0 25 51 9 44 0 0 6 0 0 0 0 0 0 0 0 0 0 2 0 0 0 2 0 0 0 0 0 0 288 1
3 0 0 0 0 3 3 0 0 3 0 3 0 0 0 3 0 0 30 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 60 1
2 7 9 0 4 21 4 11 19 19 4 19 0 0 38 0 4 40 52 4 23 0 2 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 332 1
3 3 3 0 0 0 3 0 0 0 0 14 0 0 0 3 0 3 24 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 79 1
0 0 2 0 2 0 2 0 0 0 0 2 0 0 0 2 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 38 1
0 0 5 0 5 2 0 0 0 0 0 0 0 0 0 5 2 0 2 0 7 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 43 1
1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 3 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 1
0 0 0 0 0 0 0 5 0 0 0 3 0 0 0 3 6 3 6 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 41 1
0 19 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 9 38 0 0 9 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 0 0 0 0 0 129 1
36 8 25 0 3 10 0 3 23 10 16 75 25 81 8 12 29 32 243 0 55 0 77 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 912 1
36 8 25 0 3 12 0 3 23 10 16 75 25 81 8 12 29 32 243 0 55 0 77 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 916 1
1 1 3 0 1 1 0 8 1 5 1 3 0 0 0 0 8 3 10 11 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 95 1
0 0 0 0 0 0 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 5 25 1
21 21 6 0 15 6 0 6 0 21 0 115 0 0 0 36 6 0 175 6 292 0 21 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 887 1
8 5 5 0 1 6 1 4 0 23 5 9 15 0 4 0 0 0 48 0 15 0 2 6 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 184 1
0 1 1 0 4 0 0 0 3 2 0 1 1 0 0 1 2 0 10 0 9 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 47 1
14 4 7 0 0 11 2 2 16 4 0 11 0 2 0 11 0 0 30 4 16 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 175 1
0 0 0 0 4 0 0 1 0 0 0 1 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 1
4 6 5 0 1 1 0 0 13 15 1 19 24 17 0 0 0 0 60 0 20 0 4 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 226 1
0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 24 1
0 0 5 0 8 0 0 0 0 0 0 2 0 0 0 5 0 0 11 0 14 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 62 1
0 2 6 0 4 2 2 0 0 0 0 2 0 0 0 12 0 2 30 0 15 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 92 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 2 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 14 1
0 0 13 0 39 0 0 0 13 0 0 0 0 4 0 17 8 0 21 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 4 154 1
1 1 3 0 1 1 0 8 1 5 1 3 0 0 0 0 8 3 10 11 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 94 1
3 0 0 0 3 3 7 0 7 7 0 7 0 0 0 3 3 7 21 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 95 1
0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1
0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1
0 0 0 0 0 0 0 0 0 9 0 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 1
0 0 15 0 6 2 2 15 2 6 0 18 0 0 0 0 2 0 0 0 0 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 106 1
0 0 0 0 0 0 1 0 0 0 1 1 1 0 0 0 0 0 6 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 1
0 0 1 0 1 0 1 0 0 1 0 1 0 0 0 0 0 10 10 0 1 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 44 1
0 0 2 0 4 2 0 0 0 0 2 4 0 2 0 0 2 2 10 0 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 61 1
0 5 2 0 0 0 0 0 2 19 0 8 0 0 0 0 0 2 48 0 19 111 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 249 1
0 0 0 4 0 0 0 4 0 0 0 0 0 0 0 4 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 20 1
0 0 4 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 18 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 92 1
0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 1
1 0 4 0 5 1 0 2 1 0 0 11 0 5 0 0 0 0 32 0 54 0 5 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 148 1
5 0 2 0 11 0 0 0 1 9 5 18 4 0 0 4 0 0 32 0 12 0 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132 1
5 0 2 0 11 0 0 0 1 9 5 18 4 0 0 4 0 0 32 0 12 0 3 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132 1
0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 24 1
11 0 4 0 4 0 2 0 11 4 0 0 14 2 0 0 0 0 71 0 9 0 0 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 184 1
3 0 1 0 6 1 0 6 1 0 0 11 1 6 0 0 1 0 24 0 64 0 6 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 157 1
0 0 6 0 2 2 0 0 0 0 0 2 0 0 0 8 0 0 30 0 13 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 76 1
0 0 0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 44 0 0 0 0 0 0 0 0 60 1
0 0 1 0 1 0 0 1 0 0 0 2 0 0 4 0 1 1 6 0 6 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 37 1
0 3 11 0 40 16 7 11 0 3 3 32 0 3 0 73 32 7 64 11 11 0 20 3 0 0 0 0 0 0 0 0 0 0 0 11 0 0 0 3 0 0 0 0 0 416 1
0 0 0 0 2 0 0 0 0 2 0 1 0 0 0 0 1 1 7 0 6 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 1
0 22 0 0 0 0 0 0 16 5 0 0 0 0 0 16 0 5 5 11 16 300 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 5 0 0 0 0 0 0 0 456 1
2 0 2 0 11 2 2 0 5 5 11 14 0 17 0 26 5 0 50 125 50 0 11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 393 1
19 23 15 0 7 1 0 9 29 33 15 35 31 65 1 11 21 0 161 0 69 0 25 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 668 1
1 0 3 0 1 1 0 8 1 3 1 3 0 0 0 0 8 0 7 14 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 88 1
2 0 2 0 11 2 2 0 5 5 11 14 0 17 0 26 5 0 50 125 50 0 11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 393 1
2 2 22 0 25 30 7 5 17 2 5 17 5 0 65 7 2 27 47 5 12 0 25 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 5 2 2 388 1
1 10 12 0 6 3 0 0 1 8 0 33 3 0 0 0 1 0 76 1 22 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 208 1
0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 1
2 0 2 0 11 2 2 0 5 5 11 14 0 17 0 26 5 0 50 126 50 0 11 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 396 1
0 0 0 0 10 0 0 10 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 0 0 0 0 0 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 1
0 4 13 0 43 13 4 17 0 8 4 39 0 4 0 83 39 17 83 17 26 43 21 4 0 0 0 0 0 0 0 0 0 0 0 13 4 0 0 4 0 0 0 0 0 565 1
0 4 13 0 44 13 4 17 0 8 4 39 0 4 0 84 39 17 79 17 26 44 22 4 0 0 0 0 0 0 0 0 0 0 0 13 4 0 0 4 0 0 0 0 0 564 1
0 0 0 0 1 2 1 0 0 0 0 0 0 0 0 0 0 0 3 0 1 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 1
0 0 0 0 10 0 0 10 0 0 0 0 0 0 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 35 1
2 0 2 0 12 2 2 0 5 8 12 14 0 17 0 26 5 0 51 127 51 0 12 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 402 1
0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 22 1
0 1 3 0 1 1 0 0 0 0 1 0 0 0 1 3 0 0 5 0 5 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 36 1
0 0 3 0 6 3 3 0 3 20 0 10 0 0 0 0 6 3 49 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 136 1
6 5 3 0 3 1 0 5 6 5 1 13 0 0 1 11 13 1 37 5 18 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164 1
0 1 1 0 3 1 0 1 0 1 0 5 0 1 0 10 0 1 8 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 58 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1
0 0 8 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 4 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 1
0 0 1 0 1 1 1 0 1 10 0 6 0 0 0 1 3 3 14 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 65 1
0 11 5 0 5 0 5 0 16 11 0 5 5 0 0 0 0 0 33 0 27 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 153 1
0 7 0 0 0 7 0 0 0 3 0 14 0 0 0 0 3 0 3 0 3 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 59 1
0 0 1 0 11 1 2 3 0 0 2 10 1 0 0 7 0 1 21 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 82 1
0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 13 1
0 0 0 0 4 0 0 1 0 0 0 0 0 0 0 0 0 0 7 0 5 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 32 1
0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 2 0 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 19 1
23 22 20 0 7 5 5 3 27 51 14 31 23 61 1 14 23 1 157 0 72 0 18 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 689 1
0 1 6 0 0 0 6 1 0 1 1 1 0 0 0 3 3 1 3 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 47 1
0 0 0 0 210 0 0 0 0 210 0 97 0 0 0 0 0 0 323 0 97 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1033 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 1
